РБЮ;КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
РБЮ Новосибирск;К0005617;Эвриком;8699,03;101324,74;92625,71;9305,55;15,212481;111;395,7064;484,6347;1961;695;16,5912
РБЮ Новосибирск;К0005627;ЭСКОМ!;6500,04;78020,07;71520,03;6500,04;2,925912;18;521,1839;223,56;563;47;14,1768
РБЮ Новосибирск;К0005636;АПС-К;222,33;8559,59;8337,26;222,33;0,621355;30;49,3358;952,89;180;96;215,106
РБЮ Новосибирск;К0005643;АльфаТех плюс;30809,82;312746,43;281936,61;66838,14;50,184912;82;418,9268;68,87;2176;691;188,39
РБЮ Новосибирск;К0005644;ЭлиКом;-130,47;2457,68;2588,15;-130,47;0,061843;6;0;0;43;13;68,6
РБЮ Новосибирск;К0005645;Альянс-ПРО;151,17;1199,9;1048,73;151,17;0,226908;2;0;0;4;2;0
РБЮ Новосибирск;К0005648;Юнит-КС;448,18;3905,38;3457,2;448,18;0,470885;9;0,369;16,74;25;20;0
РБЮ Новосибирск;К0005651;Электросигнал;96,64;1356,8;1260,16;96,64;0,00792;1;0;0;16;1;54,272
РБЮ Новосибирск;К0005653;Антарес-ВОКС;600,67;3656,85;3056,18;600,67;0,198722;6;0;0;1472;6;136,29
РБЮ Новосибирск;К0005660;Эр-Стайл Сибирь;51599,75;1111654,2;1060054,45;40791,25;221,980706;221;3443,1828;1778,2569;5142;698;0
РБЮ Новосибирск;К0005676;ЧП Масич;38,58;2055,27;2016,69;38,58;1,156334;3;14,1188;0;29;23;36,312
РБЮ Новосибирск;К0005678;ЧП Кузнецов (ОДИС);447,34;1034,77;587,43;447,34;0,052;1;0;0;240;4;0
РБЮ Новосибирск;К0005681;ИП Емельяненко И.В.;6412,59;80461,05;74048,46;6436,86;4,515333;36;375,7507;36,9005;1664;349;1465,216
РБЮ Новосибирск;К0005689;Галэкс;38165,1;823615,64;785450,54;38165,1;70,186627;95;13029,2684;7503,0101;4593;800;1973,9032
РБЮ Новосибирск;К0005694;КОНКОРД;15921,83;163845,03;147923,2;15575,77;19,963678;38;460,3479;79,9417;1365;329;0
РБЮ Новосибирск;К0005695;Интех-Нск;16720,15;235267,3;218547,15;16720,15;1,938341;5;228,126;0;325;68;0
РБЮ Новосибирск;К0005703;Готти NEW;6885,03;89427,53;82542,5;6885,03;16,073007;10;1038,6081;1337,9214;2089;531;1382,3476
РБЮ Новосибирск;К0005706;Торнадо;1308,9;17632,39;16323,49;1308,9;2,044223;13;64,1452;330,56;258;102;290,464
РБЮ Новосибирск;К0005707;Квеста;6482,63;194341,98;187859,35;7924,4;17,770264;157;3734,1437;5860,527;2609;1166;0
РБЮ Новосибирск;К0005717;Инсист Автоматика;4527,92;48437,35;43909,43;4527,92;4,27075;14;690,9419;0;253;64;1,016
РБЮ Новосибирск;К0005719;ИП Подшивалов;21291,58;157270,53;135978,95;21889,28;28,731941;21;937,0363;1334,158;3683;1319;0
РБЮ Новосибирск;К0005720;Стек;13752,38;66622,01;52869,63;8481,21;1,426519;15;5,029;36,99;211;50;314,732
РБЮ Новосибирск;К0005721;ККЦ;20102,49;155907,69;135805,2;23904,58;21,671758;65;1917,979;526,6924;1031;412;374,1734
РБЮ Новосибирск;К0005732;Кардинал;416,46;2245,05;1828,59;416,46;0,083824;5;38,48;0;16;7;78,8244
РБЮ Новосибирск;К0005735;Вэлби;1163,41;46553,63;45390,22;1163,41;5,437351;9;809,8243;220,19;1702;557;1033,5381
РБЮ Новосибирск;К0005737;Веллком-new;-161,49;64004,29;64165,78;-161,49;4,058072;28;2451,317;0;618;74;232,8552
РБЮ Новосибирск;К0005743;Открытые технологии;53667,98;1098190,19;1044522,21;59579,56;164,619101;332;34748,1884;15723,7824;25735;7489;0
РБЮ Новосибирск;К0005744;Интант;10155,73;136495,1;126339,37;10155,73;9,750096;81;818,5059;10,5039;3150;600;95,96
РБЮ Новосибирск;К0005746;Бизнес Техника Омск;643,46;7793,56;7150,1;643,46;0,46367;17;3,192;0;131;29;173,596
РБЮ Новосибирск;К0005749;Солитон;144,64;3635,37;3490,73;144,64;0,19566;8;19,7502;0;112;66;74,4956
РБЮ Новосибирск;К0005752;Лабатон;2686,54;12374,43;9687,89;2686,54;4,183663;28;4,335;91,18;92;73;130,0752
РБЮ Новосибирск;К0005763;ИП Шлегель Д.А.;-344,32;6332,35;6676,67;-344,32;0,974992;14;0;492,36;47;36;3,1448
РБЮ Новосибирск;К0005764;Майкролэб СТ;23,06;556,12;533,06;23,06;0,170113;10;1,548;3,54;44;17;20,9516
РБЮ Новосибирск;К0005765;Техносити;-20159,59;591029,1;611188,69;-28526,36;45,633277;50;12746,337;2276,5218;4737;884;377,748
РБЮ Новосибирск;К0005772;Группа НК;3164,79;8186,89;5022,1;3164,79;4,477322;11;0;0;132;23;0
РБЮ Новосибирск;К0005773;Кор.системы;68,56;1748,8;1680,24;-79,84;0,001596;3;18,2676;0;3;5;21,3876
РБЮ Новосибирск;К0005780;Компстар;4054,24;137781,45;133727,21;1525,92;27,272466;47;5515,5915;943,4618;3100;614;0
РБЮ Новосибирск;К0005807;Капитал-Технология;-299,37;1799,39;2098,76;-299,37;0,167267;3;342,65;0;6;5;51,0536
РБЮ Новосибирск;К0005810;Новотелеком;-1503,33;31489,37;32992,7;-1503,33;2,459864;5;1312,7;0;602;13;0
РБЮ Новосибирск;К0005818;Сибирский клондайк;2753,26;17102,42;14349,16;2753,26;3,940142;9;240,3668;0;110;16;0
РБЮ Новосибирск;К0005820;Байт-S;78,73;479;400,27;78,73;0,072039;1;0;400,26;1;1;0
РБЮ Новосибирск;К0005824;Парус Плюс;4582,03;28086,68;23504,65;4582,03;10,153196;85;9,192;1060,33;503;183;66,754
РБЮ Новосибирск;К0005829;ЦОКТ;541,42;10236,63;9695,21;541,42;2,471626;26;3,027;1512,78;297;66;0
РБЮ Новосибирск;К0005831;Интерфейс;4684,55;107923,59;103239,04;4684,55;0,968958;12;504,7467;4090,86;86;27;6,72
РБЮ Новосибирск;К0005832;КонВорд;16,17;1212,66;1196,49;16,17;0,084385;6;0;120,35;28;7;0
РБЮ Новосибирск;К0005838;Бизон;154,77;2048,31;1893,54;154,77;0,343306;11;13,296;0;59;33;45,612
РБЮ Новосибирск;К0005839;ДС-Кемерово;67,17;437,51;370,34;67,17;0,024242;2;0;0;2;2;0
РБЮ Новосибирск;К0005843;РиоКом;537,09;4068,94;3531,85;537,09;0,375623;21;9,4;0;67;36;32,776
РБЮ Новосибирск;К0005845;ООО ``Основной Поставщик``;164,91;2646,22;2481,31;164,91;0,263303;25;3,818;0;104;56;64,884
РБЮ Новосибирск;К0005849;КонсультантЪ;1909,66;13507,39;11597,73;1909,66;2,651149;40;22,866;20,696;340;95;102,404
РБЮ Новосибирск;К0005850;Ривакс;131,55;1007,33;875,78;149,64;0,165488;8;0;78,91;61;26;0
РБЮ Новосибирск;К0005852;Диадема КИТ;32,56;1302,35;1269,79;32,56;0,18129;8;0;13,04;31;17;29,8284
РБЮ Новосибирск;К0005853;Зазеркалье-сервис;3000,73;51652,7;48651,97;3000,73;6,749796;52;56,2019;5140,96;585;216;6,208
РБЮ Новосибирск;К0005856;Техмаркет Н;90,75;622,88;532,13;90,75;0,187432;5;0;0;23;6;1,752
РБЮ Новосибирск;К0005864;Навигатор;3,81;419,8;415,99;3,81;0,019266;1;0;0;6;5;4,932
РБЮ Новосибирск;К0005866;АЛТАЙ-КОМПЬЮТЕР;102,53;1265,41;1162,88;102,53;0,574485;3;0;263,73;26;10;35,3776
РБЮ Новосибирск;К0005867;Лекса;7,09;109,61;102,52;7,09;0,019404;1;0;0;1;1;0
РБЮ Новосибирск;К0005868;Артанис;3081,43;34792,36;31710,93;3081,43;9,363082;29;13,724;0;538;94;605,578
РБЮ Новосибирск;К0005870;Салярис;76,64;1710,27;1633,63;76,64;0,762907;11;7,9874;7,9874;71;14;57,448
РБЮ Новосибирск;К0005873;ДС-Абакан;176,28;1938,15;1761,87;176,28;0,197031;9;0;0;37;24;0
РБЮ Новосибирск;К0005874;ССС;2887,55;23370,72;20483,17;2887,55;2,439151;32;0;0;263;73;0
РБЮ Новосибирск;К0005876;Н-Компьютерс;30,89;567,72;536,83;30,89;0,009494;1;0;0;24;6;0
РБЮ Новосибирск;К0005879;Профи;40,11;483,6;443,49;40,11;0,027338;2;0;0;12;6;19,344
РБЮ Новосибирск;К0005881;Смартком;293,48;2725,08;2431,6;293,48;0,363221;10;9,5858;8,0007;40;13;0,888
РБЮ Новосибирск;К0005888;Легус;1670,93;6529,86;4858,93;1670,93;0,653748;3;0;0;5373;9;11,6904
РБЮ Новосибирск;К0005890;Конкорд ПРО;4404,54;49386,83;44982,29;4404,54;2,31409;90;0;0;342;109;2,9804
РБЮ Новосибирск;К0005892;Микронэт;1659;14265,43;12606,43;1659;3,388418;36;9,3986;68,48;482;130;177,8664
РБЮ Новосибирск;К0005894;Тигрис;259,32;2245,88;1986,56;259,32;0,154827;9;87,3703;0;46;23;12,648
РБЮ Новосибирск;К0005897;Грумант;463,27;11438,23;10974,96;463,27;0,781263;9;41,512;384,59;95;44;321,5988
РБЮ Новосибирск;К0005901;Мэйпл;-1,42;1216,75;1218,17;-1,42;0,048162;1;0;0;14;9;11,932
РБЮ Новосибирск;К0005907;Колибри;14,48;430;415,52;14,48;0,0571;1;13,799;0;8;8;0
РБЮ Новосибирск;К0005909;Интерпрайз;327,93;7993,38;7665,45;327,93;0,802869;10;1,0832;879,54;84;56;10,104
РБЮ Новосибирск;К0005911;Галактика;965,7;18915,43;17949,73;965,7;1,779948;50;167,0732;506,1823;314;125;501,6672
РБЮ Новосибирск;К0005914;Техноцентр;-7,34;63;70,34;-7,34;0,0376;1;11,12;0;10;1;2,52
РБЮ Новосибирск;К0005916;Сотрудник Плюс;172,53;5050,16;4877,63;172,53;0,368778;5;97,27;0;67;7;53,28
РБЮ Новосибирск;К0005933;Сибкомплект;2217,77;5734,35;3516,58;2217,77;1,808865;9;160,08;160,08;225;42;13,992
РБЮ Новосибирск;К0005940;Магистраль Телеком;152,3;1232,56;1080,26;152,3;0,07992;1;0;0;8;4;49,3024
РБЮ Новосибирск;К0005945;СибРМ;7512,44;93604,35;86091,91;7512,44;14,462694;102;236,4785;3208,8704;1939;646;369,2332
РБЮ Новосибирск;К0005949;ЭКС  и  Макском-Электро;-9,11;173,26;182,37;-9,11;0,036852;1;0;182,35;2;1;0
РБЮ Новосибирск;К0005950;Конкурент;988,42;9836,28;8847,86;988,42;2,099924;12;0;0;43;22;14,788
РБЮ Новосибирск;К0005952;Ника-КМ;-53,52;1369,34;1422,86;-53,52;0,26124;6;0;375,9912;47;15;9,566
РБЮ Новосибирск;К0005993;Neuron;749,24;2754,76;2005,52;749,24;0,154856;3;0;0;9;3;106,668
РБЮ Новосибирск;К0005996;РС-Трейд;-18,05;169,2;187,25;-18,05;0,007344;1;31,8;0;1;1;0
РБЮ Новосибирск;К0006006;КОНТИНЕНТ;-14,62;684,12;698,74;-14,62;0,114332;6;0;201,48;37;12;6,2512
РБЮ Новосибирск;К0006023;Сибирские Сети;1736,9;72247,33;70510,43;1736,9;12,748981;27;0;426,2;2701;36;91,78
РБЮ Новосибирск;К0006025;Инфорсер;818,03;8805,47;7987,44;818,03;0,133102;4;75,29;75,29;86;9;289,1188
РБЮ Новосибирск;К0006035;Оргтех;10,31;118,19;107,88;10,31;0,02322;1;0;107,87;1;1;0
РБЮ Новосибирск;К0006052;Компания Прогресс;1087,83;12630,53;11542,7;1087,83;2,48977;22;0;92,04;146;38;370,3956
РБЮ Новосибирск;К0006053;ДС-Барнаул;61,36;279,42;218,06;61,36;0,11305;1;0;0;1;1;0
РБЮ Новосибирск;К0006054;Системы и Сети;1665,07;6766,63;5101,56;1665,07;2,926565;3;0;0;1918;16;0
РБЮ Новосибирск;К0006057;Оргтехника;2845,72;16989,03;14143,31;2845,72;5,157273;24;128,8588;0;278;91;265,0708
РБЮ Новосибирск;К0006091;Дистрибьюция СТР;6,72;1013,52;1006,8;6,72;0,096773;2;0;0;38;13;33,6832
РБЮ Новосибирск;К0006093;Офисная Техника;205,6;2141,79;1936,19;205,6;0,065279;2;0;0;54;10;0
РБЮ Новосибирск;К0006134;ИСТПРОМ;3,5;811,4;807,9;3,5;0,059079;2;0;0;15;8;32,456
РБЮ Новосибирск;К0006136;КРОК-БАРНАУЛ;-13,56;84,48;98,04;-13,56;0,008851;6;0;0;2;28;8,88178E-16
РБЮ Новосибирск;К0006137;Диадема;2613,57;31012,33;28398,76;2613,57;3,24233;32;268,8899;83,8099;321;69;216,9428
РБЮ Новосибирск;К0006150;КИС;19776,49;311838,49;292062;13325,77;38,379306;134;5668,3889;543,8398;2761;741;0
РБЮ Новосибирск;К0006254;ДатаСерв;2144,32;14050,61;11906,29;2144,32;2,385967;15;6,1791;5,9001;150;80;33,24
РБЮ Новосибирск;К0006393;Бюро-Сервис;426,75;2083,23;1656,48;426,75;0,049511;3;0;0;54;6;0
РБЮ Новосибирск;К0006394;ГЛОС-ТРЕСТ;1220,15;27124,45;25904,3;1435,8;1,592122;50;6,634;15,91;307;105;134,472
РБЮ Новосибирск;К0006440;ВЭЛКОМ-Сибирь ООО;639,35;4643,45;4004,1;639,35;0,405259;3;5,36;0;28;6;0
РБЮ Новосибирск;К0006550;Акцент;473,17;10861,19;10388,02;473,17;0,063613;1;0;0;9;6;0
РБЮ Новосибирск;К0007138;Ланит ДВ;9638,05;139699,6;130061,55;9638,05;2,251528;4;0;0;205;32;6,8
РБЮ Новосибирск;К0007308;Компьюлинк;990,79;5358,99;4368,2;990,79;0,306905;4;0;0;35;7;0
РБЮ Новосибирск;К0007823;Частное лицо Красноярск;-381,49;1239,93;1621,42;-381,49;0,199477;12;0;246,72;26;26;0
РБЮ Новосибирск;К0007885;ТНТ-плюс ООО;316,27;4480;4163,73;316,27;0,38858;1;0;0;97;5;0
РБЮ Новосибирск;К0008368;КС-Кемерово;15288,87;232908,38;217619,51;15408,28;49,654239;125;2106,783;579,0424;12680;841;0
РБЮ Новосибирск;К0009402;Офис-Лэнд;374,58;2683,7;2309,12;374,58;1,158372;4;0;0;11;8;1,96
РБЮ Новосибирск;К0009596;Т-Сервис;4,53;323,97;319,44;4,53;0,015615;2;0;0;6;2;8,9
РБЮ Новосибирск;К0009647;ИП Ольховой С. А.;59,16;884,48;825,32;59,16;0,063222;3;0;0;19;6;21,788
РБЮ Новосибирск;К0009661;КТЦ;9;422,8;413,8;9;0,005824;1;0;0;14;1;0
РБЮ Новосибирск;К0009796;ИнтерБИТ;140,91;1096,38;955,47;140,91;0,305852;4;0;0;5;4;30,76
РБЮ Новосибирск;К0009890;Фактум;1402,17;15445,36;14043,19;1416,43;2,730542;60;53,2411;93,41;210;84;131,04
РБЮ Новосибирск;К0010195;СибПромРесурс;434,21;1914,16;1479,95;434,21;0,19177;5;0;0;9;9;0
РБЮ Новосибирск;К0010204;ЧЕРНОВ;-4826,7;53758,92;58585,62;-4826,7;29,584572;173;2725,4378;7061,875;2134;815;0
РБЮ Новосибирск;К0010355;ТЭС;551,81;1365,43;813,62;551,81;0,409816;2;0;0;2;2;0
РБЮ Новосибирск;К0010624;ТЕСТ ЗАО;518,74;3940,25;3421,51;530,35;0,771438;6;12,588;0;115;32;27,252
РБЮ Новосибирск;К0010627;ТЕРРА;13805,5;226651,28;212845,78;16661,17;18,745386;66;786,1569;4908,9255;2017;577;0
РБЮ Новосибирск;К0010635;КОМПАК;164,63;1720,76;1556,13;164,63;0,282303;3;0;0;63;14;0
РБЮ Новосибирск;К0010847;ВидеоМонтаж;983,52;8250,07;7266,55;983,52;1,847289;18;127,4894;322,3686;81;58;5,5168
РБЮ Новосибирск;К0011110;Полюс24;0,04;960,3;960,26;0,04;0,47078;2;0;0;5;4;1,644
РБЮ Новосибирск;К0011243;ЦИБ;-2942,38;65000,82;67943,2;-2942,38;12,357176;42;176,6083;28,4294;819;95;0
РБЮ Новосибирск;К0011409;ПРО-КОМ;16,24;1794,58;1778,34;16,24;0,324559;4;0;0;17;9;17,476
РБЮ Новосибирск;К0011491;Сибирский Медведь-Сервис;57,8;534,72;476,92;57,8;0,008158;2;0;0;6;3;21,3888
РБЮ Новосибирск;К0011492;ЭМА;41,2;608,34;567,14;41,2;0,014817;2;0;0;11;2;0
РБЮ Новосибирск;К0011521;Навигационные системы;606,93;10172,66;9565,73;606,93;0,089062;7;101,5858;0;43;11;392,632
РБЮ Новосибирск;К0011595;Битроникс;132,28;4014,67;3882,39;132,28;0,1496;1;0;0;20;2;0
РБЮ Новосибирск;К0011597;Аксель;721,35;5208,26;4486,91;721,35;0,555464;14;0;293,94;60;25;22,6
РБЮ Новосибирск;К0011664;ГОЛДИНГ;349,16;2259,29;1910,13;349,16;0,142332;21;0;0;60;37;0
РБЮ Новосибирск;К0011690;БарК;96;1684,93;1588,93;96;0,012505;4;1,445;0;13;10;16,468
РБЮ Новосибирск;К0011788;Градиент;552,4;5754,89;5202,49;552,4;2,324659;4;0;0;65;11;0
РБЮ Новосибирск;К0011802;АйТи Флекс;-277,52;4513,97;4791,49;-277,52;0,169403;5;0;0;13;11;17,66
РБЮ Новосибирск;К0011839;Инфорсер Омск;7190,97;67464,22;60273,25;7190,97;9,399489;60;442,3383;343,06;366;86;413,012
РБЮ Новосибирск;К0011848;Сибинтех;1,95;67,46;65,51;1,95;0,0007;1;0;0;1;1;0
РБЮ Новосибирск;К0011889;Резориус;-1805,71;199257,03;201062,74;-1805,71;33,443358;193;25529,6585;362,65;5066;540;907,0256
РБЮ Новосибирск;К0011937;РЦТК;334,15;4310,05;3975,9;334,15;0,47053;3;0;0;6;4;23,3397
РБЮ Новосибирск;К0012038;НОРД компьютерс;8,37;52,43;44,06;8,37;0,000008;1;0;0;2;2;0
РБЮ Новосибирск;К0012095;Демар;-42,12;707,77;749,89;-42,12;0,028263;2;0;0;15;3;19,2
РБЮ Новосибирск;К0012199;АйТи Лаборатория;12,53;1866,27;1853,74;12,53;0,327175;11;0;91,17;29;23;36,5428
РБЮ Новосибирск;К0012302;А-Эл-Джи Софт;-163,8;4176,03;4339,83;-163,8;0,855663;3;0;0;71;12;93,92
РБЮ Новосибирск;К0012392;Гео-Строй Групп;996,17;10159,82;9163,65;996,17;1,23952;6;0;0;34;21;196,9436
РБЮ Новосибирск;К0012486;Матрикс (ИП Мясников Павел Александрович);-3,92;1604,3;1608,22;-3,92;0,193069;1;0;0;46;20;0
РБЮ Новосибирск;К0012591;МАСКОМ;1813,62;14179,01;12365,39;1813,62;0,087051;17;0;0;144;23;34,52
РБЮ Новосибирск;К0012624;ИНТЕГРА-Барнаул;975,87;12347,15;11371,28;975,87;4,294145;30;40,597;204,22;194;120;166,3472
РБЮ Новосибирск;К0012772;Сиблинк-сервис;-23,62;442,1;465,72;-23,62;0,066121;2;0;0;11;9;17,684
РБЮ Новосибирск;К0012778;Инфорсер-Сибирь;-130,94;3013,2;3144,14;-130,94;0,052512;3;0;0;127;6;120,528
РБЮ Новосибирск;К0012856;Лаборатория Комфорта Проект;109,59;5477,7;5368,11;109,59;0,567778;14;6,017;1538,97;44;19;203,9644
РБЮ Новосибирск;К0012899;Альянс;274,39;6076,74;5802,35;274,39;0,700786;5;3,4656;0;59;15;13,274
РБЮ Новосибирск;К0012986;Новгородцев Алексей Александрович ИП;2089,25;11623,47;9534,22;2089,25;1,709754;6;0;0;210;24;109,756
РБЮ Новосибирск;К0012995;Скайтек-нск;51,63;661,1;609,47;51,63;0,005317;1;0;0;5;2;26,444
РБЮ Новосибирск;К0013012;Современные системные технологии;17,92;327,58;309,66;17,92;0,00333;3;0;0;22;3;6,504
РБЮ Новосибирск;К0013046;ДиПоль;66,06;191,8;125,74;66,06;0,002368;1;0;0;1;1;0
РБЮ Новосибирск;К0013091;Прокуб;588,55;8770,13;8181,58;588,55;0,57731;20;6,6137;128,23;106;46;161,9932
РБЮ Новосибирск;К0013186;Технологический ресурс;1001,56;25245,74;24244,18;1001,56;2,049703;67;81,2242;461,8702;368;143;224,61
РБЮ Новосибирск;К0013241;ИТС;131,28;483,97;352,69;131,28;0,066676;2;0;0;11;3;0
РБЮ Новосибирск;К0013269;Крайс Информ;3472,22;22817,43;19345,21;3472,22;17,015196;9;0;0;5069;81;296,8
РБЮ Новосибирск;К0013453;Азимут НТ;170,5;5388,57;5218,07;170,5;0,021689;3;0;0;13;4;0
РБЮ Новосибирск;К0013455;Инфоцентр;111,43;1054;942,57;111,43;0,055394;1;0;0;54;3;42,16
РБЮ Новосибирск;К0013469;ИТСК;277,63;2343,29;2065,66;277,63;0,1314;2;0;0;331;3;51,6404
РБЮ Новосибирск;К0013488;КИТ Структура;7,98;667,44;659,46;7,98;0,005842;1;0;0;10;6;0
РБЮ Новосибирск;К0013617;ЦТВС Кузбасстехноспорт;87,83;716,84;629,01;87,83;0,09767;2;0;0;32;2;11,48
РБЮ Новосибирск;К0013650;Диамант;1328,27;10158,35;8830,08;1328,27;3,126773;11;0;460,54;146;27;0
РБЮ Новосибирск;К0013706;Алиас-Т;255,4;2775,58;2520,18;255,4;0,303858;8;0;0;24;17;36,196
РБЮ Новосибирск;К0013760;Инфотех ООО (Кызыл);744,85;3979,19;3234,34;744,85;0,300957;5;0;0;25;13;0
РБЮ Новосибирск;К0013773;Сети СКС;235;1730,51;1495,51;235;0,15848;2;0;0;2;2;6,1844
РБЮ Новосибирск;К0013798;Зет-Нск;487,31;1611,07;1123,76;493,94;0,876788;5;0;0;25;9;0
РБЮ Новосибирск;К0013927;КЕО-трейд;-205,08;333,28;538,36;-205,08;0,137975;4;15,024;127,21;39;11;4,3744
РБЮ Новосибирск;К0014017;КЦ Башня;45,57;313,12;267,55;45,57;0,013876;1;0;0;6;5;5,596
РБЮ Новосибирск;К0014024;Топ Технолоджи Груп;-214,19;2810,2;3024,39;-214,19;0,048;2;354;0;2;2;0
РБЮ Новосибирск;К0014040;КОПИР;1080,94;9982,11;8901,17;1080,94;0,735883;31;1,0228;348,69;197;89;10,156
РБЮ Новосибирск;К0014169;ЮВА-Сервис;1280,06;23145,6;21865,54;1280,06;2,714676;65;0;0;406;112;194,522
РБЮ Новосибирск;К0014187;СТЭЛ-ИРКУТСК;85,39;612;526,61;85,39;0,003;1;0;0;2;1;0
РБЮ Новосибирск;К0014242;Сигма;285,47;4754,1;4468,63;285,47;0,062849;6;0;0;37;18;123,924
РБЮ Новосибирск;К0014244;Черноморский О.А.;112,36;1802,08;1689,72;112,36;0,246029;6;0;0;55;34;48,2504
РБЮ Новосибирск;К0014261;Навиком;-213,86;2384,92;2598,78;-213,86;0,246976;4;0;0;12;6;0
РБЮ Новосибирск;К0014277;СКК;-4412,64;76475,65;80888,29;-4412,64;8,44753;13;860,0612;514,5456;1374;313;1402,628
РБЮ Новосибирск;К0014353;ИП Трандышева;2353,31;12611,21;10257,9;2353,31;4,070049;35;0;113,05;144;63;73,2668
РБЮ Новосибирск;К0014452;Медиа-М;140,53;462,04;321,51;140,53;0,046774;3;0;0;10;4;0
РБЮ Новосибирск;К0014469;Полимедиа-Сибирь;28,49;824;795,51;28,49;0,004896;1;0;0;1;1;0
РБЮ Новосибирск;К0014534;ТД Все для компьютера;859,5;11666,75;10807,25;859,5;1,026689;26;72,52;0;308;111;332,392
РБЮ Новосибирск;К0014677;ИП Гаськов В. В.;77,79;427,68;349,89;77,79;0,013356;3;0;0;34;15;0
РБЮ Новосибирск;К0014704;ЦНТУ Вариант;287,61;1422,15;1134,54;287,61;0,129989;5;0;0;17;12;18,3056
РБЮ Новосибирск;К0014832;Смарт;-30,84;330;360,84;-30,84;0,012163;1;0;0;8;3;0
РБЮ Новосибирск;К0014833;КРОК ДВ;113,83;1536,78;1422,95;113,83;0,011451;1;0;0;4;4;0
РБЮ Новосибирск;К0014970;Трал комплекс;352,09;3231,1;2879,01;352,09;0,356256;6;0;0;7;6;3,428
РБЮ Новосибирск;К0014977;Бастион ООО ИНН 2465203134;-12,45;348,31;360,76;-12,45;0,066663;2;0;0;11;6;11,22
РБЮ Новосибирск;К0014978;Электропрофи;451,67;13147;12695,33;451,67;1,659417;3;0;182,35;15;10;0
РБЮ Новосибирск;К0015024;Нометек;77,79;1594,4;1516,61;77,79;0,14335;2;0;0;86;15;60,884
РБЮ Новосибирск;К0015110;Кверт;3338,42;47239,11;43900,69;4411,1;5,248972;43;198,3458;1137,91;712;187;608,7948
РБЮ Новосибирск;К0015337;Фирма РОНЭТ;-403,34;4085,29;4488,63;-403,34;0,837848;20;983,66;20,17;89;48;29,23
РБЮ Новосибирск;К0015338;Копи-Трейд;603,81;13284,88;12681,07;603,81;1,178394;34;62,992;174,7;170;80;87,972
РБЮ Новосибирск;К0015362;Роса;1,81;5,9;4,09;1,81;0,00207;1;0,0736;0;1;1;0,236
РБЮ Новосибирск;К0015372;Синерго;212,21;2488,7;2276,49;212,21;0,25847;6;5,2135;0;15;10;0
РБЮ Новосибирск;К0015416;ЦИТ;20533,63;266193,51;245659,88;20533,63;17,164577;119;915,1445;628,65;1631;752;0
РБЮ Новосибирск;К0015523;СибОпт;1811,47;18756,68;16945,21;1858,85;3,672989;9;420,9373;218,1873;617;177;0
РБЮ Новосибирск;К0015551;НПЦ Техсервис;12,64;252,15;239,51;12,64;0,025024;1;0;0;1;1;0
РБЮ Новосибирск;К0015761;Трофимов В. Б.;5,75;177,1;171,35;5,75;0,012859;1;0;0;9;4;5,836
РБЮ Новосибирск;К0015767;ПИСКО;-2042,45;16379,47;18421,92;-2042,45;0,516274;5;2705,6321;0;43;8;0
РБЮ Новосибирск;К0015799;ИНТЕРСОФТ ООО;74,65;377,8;303,15;74,65;0,071436;2;0;0;17;10;7,248
РБЮ Новосибирск;К0015923;Киасофт  ООО (Абакан);1001,97;9082,68;8080,71;1001,97;1,247155;20;0;0;140;51;180,3768
РБЮ Новосибирск;К0015936;Стив;222,63;1724,78;1502,15;222,63;0,233483;11;0;0;35;15;2,2
РБЮ Новосибирск;К0015937;Корнеевец Михаил Михайлович;34,51;777,15;742,64;34,51;0,026169;2;0;0;63;12;0
РБЮ Новосибирск;К0016029;Авалон;919,95;8677,59;7757,64;919,95;1,845177;3;0;0;36;9;20,97
РБЮ Новосибирск;К0016070;Мегаполис;123,03;1266,23;1143,2;123,03;0,068531;3;0;0;7;6;0
РБЮ Новосибирск;К0016117;Субботин Л.Н.;-99,32;1060,88;1160,2;-99,32;0,077828;4;0;26,38;49;36;25,2368
РБЮ Новосибирск;К0016135;Альтернатива;-9,24;2179,29;2188,53;-9,24;0,318717;9;7,884;45,3;36;34;87,1716
РБЮ Новосибирск;К0016305;Нуар;-72,24;1592,42;1664,66;-72,24;0,146851;7;196,0262;0;29;22;0,908
РБЮ Новосибирск;К0016337;Сайбер ООО;-147,78;1415;1562,78;-147,78;0,034888;1;0;0;8;2;9,8
РБЮ Новосибирск;К0016395;Интеллект-груп;5,79;137,94;132,15;5,79;0,007103;3;0;0;3;3;0
РБЮ Новосибирск;К0016455;Альянс  (СитиКомп 2);37,01;2657,68;2620,67;37,01;0,053644;2;0;0;50;17;0
РБЮ Новосибирск;К0016561;ИП Макоткина СВ;3552,91;36906,1;33353,19;3621,01;5,706828;57;727,225;3006,87;478;140;333,9264
РБЮ Новосибирск;К0016704;ЗЕОН;5330,82;56992;51661,18;5330,82;7,678607;15;0;62,51;670;38;1,9796
РБЮ Новосибирск;К0016750;Резет;-574,92;3101,84;3676,76;-574,92;0,728276;3;0;0;87;19;0
